id,mid,aid
2141,697,382
2142,697,659
2143,697,707
2144,698,707
2145,698,101
2146,698,66
2147,698,632
2148,698,706
2149,699,707
2150,699,233
2151,119,706
2152,700,382
2153,700,97
2154,700,246
2155,700,708
2156,702,66
2157,702,121
2158,702,126
2159,704,347
2160,704,36
2161,705,132
2162,705,237
2163,705,709
2164,705,710
2165,706,319
2166,707,600
2167,707,216
2168,708,711
2169,709,1
2170,397,711
2171,289,711
2172,709,712
2173,709,711
2174,709,43
2175,709,28
2176,225,712
2177,710,313
2178,710,58
2179,712,478
2180,712,714
2181,712,643
2182,714,708
2183,715,715
2184,715,432
2185,715,716
2186,718,241
2187,718,717
2188,719,718
2189,719,719
2190,188,719
2191,719,720
2192,719,183
2193,720,183
2194,720,721
2195,720,398
2196,720,415
2197,720,585
2198,720,695
2199,723,96
2200,724,284
2201,724,15
2202,724,207
2203,724,722
2204,1,722
2205,724,406
2206,725,723
2207,726,27
2208,726,156
2209,728,709
2210,728,291
2211,728,724
2212,729,709
2213,729,633
2214,730,710
2215,731,710
2216,731,725
2217,67,725
2218,731,283
2219,731,726
2220,204,727
2221,455,727
2222,735,437
2223,735,167
2224,736,728
2225,738,9
2226,738,37
2227,738,729
2228,113,729
2229,515,729
2230,182,729
2231,739,118
2232,739,258
2233,739,401
2234,739,330
2235,740,730
2236,182,730
2237,87,730
2238,741,103
2239,741,128
2240,741,347
2241,741,102
2242,741,711
2243,741,445
2244,741,467
2245,741,655
2246,741,731
2247,741,73
2248,741,732
2249,742,1
2250,742,688
2251,742,713
2252,742,58
2253,742,733
2254,223,733
2255,743,64
2256,743,103
2257,743,734
2258,743,713
2259,743,735
2260,160,734
2261,513,735
2262,744,713
2263,744,736
2264,744,313
2265,744,737
2266,744,738
2267,557,738
2268,613,738
2269,710,737
2270,745,739
2271,747,740
2272,748,741
2273,749,100
2274,749,742
2275,750,260
2276,750,596
2277,755,277
2278,755,70
2279,755,110
2280,756,219
2281,756,641
2282,756,598
2283,756,273
2284,756,743
2285,355,743
2286,757,66
2287,757,406
2288,757,596
2289,759,45
2290,761,189
2291,761,316
2292,761,744
2293,80,744
2294,451,744
2295,486,744
2296,764,277
2297,764,745
2298,204,745
2299,69,745
2300,765,69
2301,765,63
2302,765,145
2303,765,560
2304,765,121
2305,767,436
2306,767,622
2307,767,683
2308,768,128
2309,769,394
2310,769,239
2311,769,448
2312,769,240
2313,770,297
2314,773,733
2315,773,746
2316,774,747
2317,775,99
2318,775,602
2319,775,133
2320,776,270
2321,776,748
2322,661,748
2323,779,105
2324,779,155
2325,779,93
2326,783,643
2327,785,749
2328,787,87
2329,787,208
2330,788,141
2331,788,530
2332,789,169
2333,789,91
2334,790,203
2335,790,627
2336,792,191
2337,792,616
2338,794,245
2339,794,550
2340,794,541
2341,794,616
2342,794,750
2343,794,365
2344,794,751
2345,794,752
2346,794,753
2347,795,643
2348,795,754
2349,796,754
2350,796,114
2351,796,359
2352,797,64
2353,797,639
2354,799,38
2355,799,178
2356,800,32
2357,800,462
2358,800,365
2359,9,11
2360,9,52
2361,9,755
2362,9,254
2363,9,756
